web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1567325001-316","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","h.cassidy","On second thought....","July 20, 2017","Too thin and flimsy. Went out and bought a better one.  I was afraid this one wasn't going to be enough protection.
7-31-17 edit:  after my review was posted I was contacted by the company (Sparin) asking if I was willing to try their product again if sent another protector. I agreed and was promptly mailed a new screen protector for my iPad. This speaks volumes for this company. Even though I wasn't 100% satisfied with their product at first, they still made every effort to ensure my happiness.  So yes, my initial opinion was that this is too thin but the customer service rep who contacted me reassured me that it is built to withstand wear and tear. Customer service is A+!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1567325078-391","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Haley","I'm editing my review to five instead of my original 3 star review cause..","February 23, 2017","Their customer service is wonderful!! They read my review and sent me an email asking what they could do to help straight out this issue. They sent me another screen protector that did come with better stickers which helped me put on the screen proctector perfectly this time!!

My issues the first time: My main problem with this was that the guide stickers sucked. They didn't really stick to the glass at all. Thankfully I was able to get it on right mostly (stickers that worked would have been helpful) though when I tried to fix it. The side of the glass where I was trying to pick up looked like I was ruining the glass itself so I left it alone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1567324945-228","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","An H. Pham","Great product for protecting iPad Air 2!!!","January 5, 2017","I have had several film screen protectors in the past. I must say that I can appreciate the tempered glass screen protector from Sparin.

The Sparin Tempered-Glass Screen protector package comes with everything that is necessary for a novice to install this screen protector. The instructions are thorough and easy to follow. It was a simple install that took me 15 minutes. Came out better than any other screen protectors I've installed. And this is my first tempered glass screen protector install. I definitely plan to stick with tempered glass screen protectors, for they are designed to resist the cracking of the device's screen.

Overall, I give this item 5 stars because I cannot see it getting any better with the package having everything necessary to install properly, plus it is very competitively priced.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1567325078-397","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","E. A. Hill","I am very pleased with this protector","January 12, 2017","I am very pleased with this protector. It shipped fast and was in protective packaging. The kit includes instructions and all you need to do a good install, including a cardboard 'tab' that helps you get a good bubble free adhesion. The glass is clear, thin and fits so well it almost disappears. Since I lost my previous iPad to a cracked screen I wanted to make sure my new one had excellent protection. I am very happy with this purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1567324983-288","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","T. Muniak","Follow Installation Directions","August 27, 2019","I have dogs, so I had to do the installation in my car to avoid airborne dog hair and dust from getting under the screen protector.  Followed the directions and ended up with a great result!  I did not have a single bubble I'd have to get rid of.  I can't even see that there's a screen protector on - it is perfectly sized and looks like it will do its job.  I'm very happy with this purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1567325117-410","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sharon Weltman","Excellent Customer Service, Excellent Product w/ everything needed for application","May 17, 2019","Thank You for the 2nd chance. I followed instructions and the screen saver simply attached itself to my iPad w/exception of 2 tiny bubbles which easily rubbed out with one swipe
Customer service could not have been any better. Obvious Sparin believes in their product and they should
Great Product for Great Price, Outstanding Customer Service","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1567324878-112","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kimster","Best screen protector&easy installation","June 16, 2019","Super easy installation process. I thought it would be harder to apply a screen to an iPad as its a bigger surface to deal with but the installation tools they gave me helped a lot. It was a lot easier to install than on an iPhone. I got it very well fitted on the first try and was satisfied with the look. Ive applied multiple screen protectors for my phone and i’m never happy with the first try since there’s always a hair or its all crooked but this was great. Definitely not smudge proof as I can see my fingers on it but it’s not bad compared to some other brands out there.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1567324863-84","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Cracked very easily","January 7, 2019","I purchased this product because it had good reviews. When it came, I watched the YouTube video before even attempting to install this. I watched it a second time while following the installation steps. My first issue was with the installation stickers. I applied them to the screen and then unstuck them and repositioned them to get the screen protector more even around the home button. After that, the stickers did not stick well, making the protector crooked right before I was ready to pull off the protective layer and install. At some point a crack formed on the side opposite the home button. I decided to try to continue installation to protect the iPad until I could replace this protective glass. I gently tried to unstick the installation stickers and reposition which then resulted in a huge crack. Now I'm not sure if I should even try to install this temporarily until I can get a new one or if installing it might cause the screen protector to scratch the ipad screen, especially when removing it. Very disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1567324805-9","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Healthy Living LA","Cheap junk, bought two and both had bubbles that would not go away...","February 11, 2018","This is a terrible item. I bought this once in December for a new iPad and when I applied the tempered glass following all the instructions there were two bubbles under the glass that would not go away. I returned that one as I thought maybe I had received a defective one. I purchased another one and just put it on and the same thing happened but this time there were several huge bubbles under the glass that would not go away. I am a tech person and have applied several other tempered glass products to other devices such as iPads and iPhones and have had no issues at all. I am an Amazon prime member and this is one of the worst experiences I have had with a Prime product. I waited a little too long to put the glass on the iPad and so I am past the 30 day periods to return this second one, otherwise I would be returning it too. This product is simply cheap and not made well. Do not waste your money here.","1.0 out of 5 stars","",""
"1567324967-261","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","S261980","Great screen protector!","January 7, 2017","By far the best screen protector I have installed and happy with. Many times in the past I have purchased screen protectors and had a very difficult time installing. So much I give up and end up not putting anything on my phone or tablet. I looked up screen protector for my iPad Pro. Read all the reviews and even looked at YouTube for this brand. And all I have saw was good, so I decided to give it a try.

I am extremely happy to say..... This is the very first time EVERRR that I have been able to actually install a screen protector and feel like a pro omg like this was so easy and NO BUBBLES like none, nada! I soo love it happy camper here!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1567325005-329","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jeffery D. Sproul","Beautiful fit! Purchased multiple times!","August 5, 2017","Easy to apply! Yes, there were at least three bubbles I just could squeeze out. The next afternoon I checked and they were gone! Very clear, no bubbles and I'm a happy camper! Would recommend this to family & friends.
10/23/2017 Update: Bought another one for the wife’s new iPad. Installation was even easier the second time! Beautiful fit, and crystal clear.
08/16/2018 Update: Bought another one for a new iPad. Installation was a breeze, just watched the video on YouTube because it’s been a while. No issues again, crystal clear and so clean. No one even notices it’s there. 👍","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
